model,case_id,chain_type,expected_schema,runs,compliance_passes,compliance_rate,avg_elapsed_s,avg_tokens_per_sec,rubric_criteria_count,rubric_passed_total,rubric_rate,rubric_scorer,most_failed_rubric_criteria,judge_evaluations
gemma4:26b,coaching_001,coaching_analyzer,AnalysisResult,2,2,1.0,11.058,75.46,3,2,0.3333,llm-judge,"['rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.9'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.9'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:26b,coaching_002,coaching_analyzer,AnalysisResult,2,2,1.0,7.387,75.91,3,6,1.0,llm-judge,[],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.0'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'evidence': '""rationale"": ""The addition of a validated Pydantic field with type annotations and constraints aligns perfectly with the persona\'s use of Pydantic for data contracts.""'}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'evidence': '""uses_pydantic_for_data_contracts""'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.0'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'evidence': '""rationale"": ""The addition of a validated Pydantic field with type annotations and constraints aligns perfectly with the persona\'s use of Pydantic for data contracts.""'}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'evidence': '""uses_pydantic_for_data_contracts""'}]}]"
gemma4:26b,coaching_003,coaching_analyzer,AnalysisResult,2,2,1.0,16.224,74.92,3,2,0.3333,llm-judge,"['mid-function import is also flagged as a style deviation', 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.7'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'evidence': '0.7'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:26b,coaching_004,coaching_analyzer,AnalysisResult,2,2,1.0,20.213,74.74,3,5,0.8333,llm-judge,['rationale explains WHY isinstance is safer than string name comparison'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'evidence': '0.0'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'PASS', 'evidence': 'use specific exception types instead of string-based type checking, which is more robust'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'evidence': '[""validates_inputs_at_boundary""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'evidence': '0.0'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'evidence': '""validates_inputs_at_boundary""'}]}]"
gemma4:26b,coaching_005,coaching_analyzer,AnalysisResult,2,2,1.0,6.925,76.06,3,2,0.3333,llm-judge,"['patterns_matched includes uses_type_annotations as a deviated pattern', 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.9'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.9'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:26b,skills_syn_001,skills_synthesizer,,2,2,1.0,39.395,73.84,5,9,0.9,llm-judge,['minimum 400 words'],"[{'run': 2, 'evaluations': [{'criterion': 'output contains ## Tech Stack section listing dominant technologies with usage context', 'verdict': 'PASS', 'evidence': '## Tech Stack'}, {'criterion': ""output contains ## Patterns section describing the developer's established coding style"", 'verdict': 'PASS', 'evidence': '## Patterns'}, {'criterion': 'output contains ## Tendencies section with actionable insights for new contributors', 'verdict': 'PASS', 'evidence': '## Tendencies'}, {'criterion': 'skills document reads as professional documentation, not a data dump', 'verdict': 'PASS', 'evidence': 'serves as the primary web framework for constructing high-performance, asynchronous API endpoints that handle complex LLM orchestration requests without blocking the event loop.'}, {'criterion': 'minimum 400 words', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:26b,skills_syn_002,skills_synthesizer,,2,2,1.0,38.336,74.62,3,3,0.5,llm-judge,"['output acknowledges small corpus (14 documents) as a confidence qualifier', 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies']","[{'run': 1, 'evaluations': [{'criterion': 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'output contains all three required sections: ## Tech Stack, ## Patterns, ## Tendencies', 'verdict': 'PASS', 'evidence': '## Tech Stack\n## Patterns\n## Tendencies'}, {'criterion': 'output acknowledges small corpus (14 documents) as a confidence qualifier', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies', 'verdict': 'PASS', 'evidence': '- **Python** — Serving as the foundational language for the entire repository, Python is used to implement all core business logic, service layers, and utility modules.\n- **pytest** — This is our primary testing framework and is utilized across the majority of the codebase to ensure the integrity of our logic-heavy modules.\n- **Pydantic** — We use Pydantic as our primary engine for data validation and settings management, specifically to bridge the gap between raw environment variables and our internal application state.'}, {'criterion': 'output contains all three required sections: ## Tech Stack, ## Patterns, ## Tendencies', 'verdict': 'PASS', 'evidence': '## Tech Stack\n...\n## Patterns\n...\n## Tendencies\n...'}, {'criterion': 'output acknowledges small corpus (14 documents) as a confidence qualifier', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:26b,intent_sum_006,intent_summarizer,SummarizedChunk,2,2,1.0,5.766,75.72,3,4,0.6667,llm-judge,['intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': '[""re"", ""Regular Expressions"", ""Python""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': '[""re"", ""Regular Expressions"", ""Python""]'}]}]"
gemma4:26b,intent_sum_007,intent_summarizer,SummarizedChunk,2,2,1.0,5.878,75.41,3,4,0.6667,llm-judge,['intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'PASS', 'evidence': '""watchdog""'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'PASS', 'evidence': '""watchdog""'}]}]"
gemma4:26b,intent_sum_008,intent_summarizer,SummarizedChunk,2,2,1.0,5.2,75.79,3,4,0.6667,llm-judge,"['intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""Config""'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '[""pytest"", ""coverage.py"", ""Ruff"", ""TOML""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""Config""'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '[""pytest"", ""coverage.py"", ""Ruff"", ""TOML""]'}]}]"
gemma4:26b,coaching_006,coaching_analyzer,AnalysisResult,2,2,1.0,10.142,75.05,3,2,0.3333,llm-judge,"['patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'evidence': '0.8'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'evidence': ""The introduction of `_CHAIN_CACHE` to store the chain globally directly violates the developer's core pattern of avoiding global mutable state.""}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'evidence': '0.8'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:26b,persona_syn_003,persona_synthesizer,PersonaProfile,2,2,1.0,13.099,73.87,4,4,0.5,llm-judge,"['profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')""]","[{'run': 1, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'evidence': '""deviation_tendencies"": [""may prioritize structural correctness and type-safety over exhaustive edge-case testing"", ""tends to avoid object-oriented complexity in favor of simpler, closure-based logic""]'}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'evidence': '""dominant_patterns"": [""pydantic-driven data contracts"", ""factory-based functional patterns"", ""defensive boundary validation"", ""strict type-annotated APIs"", ""stateless modular architecture""]'}]}, {'run': 2, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'evidence': '""deviation_tendencies"": [""may prioritize structural integrity and type-safety over exhaustive edge-case testing coverage""]'}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'evidence': '""dominant_patterns"": [""contract-driven data modeling with Pydantic"", ""functional-style factory closures"", ""defensive boundary validation"", ""strict type-annotated APIs"", ""stateless/immutable-oriented design""]'}]}]"
