model,case_id,chain_type,expected_schema,runs,compliance_passes,compliance_rate,avg_elapsed_s,avg_tokens_per_sec,rubric_criteria_count,rubric_passed_total,rubric_rate,rubric_scorer,most_failed_rubric_criteria,judge_evaluations
gemma4:e4b,coaching_001,coaching_analyzer,AnalysisResult,2,2,1.0,8.209,74.38,3,4,0.6667,llm-judge,['rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'evidence': '0.8'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'evidence': 'validates_inputs_at_boundary'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.8'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'evidence': '""patterns_matched"": [""prefers_explicit_error_returns_over_exceptions"", ""validates_inputs_at_boundary""]'}]}]"
gemma4:e4b,coaching_002,coaching_analyzer,AnalysisResult,2,2,1.0,8.285,74.28,3,6,1.0,llm-judge,[],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.0'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'evidence': '""rationale"": ""The addition of a new field using Pydantic\'s Field function is perfectly consistent with the developer\'s established pattern of using Pydantic for data contracts and maintaining type safety.""'}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'evidence': '""patterns_matched"": [""uses_pydantic_for_data_contracts"", ""uses_type_annotations""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.0'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'evidence': '""rationale"": ""The addition of a new field using Pydantic\'s Field function is perfectly consistent with the developer\'s established pattern of using Pydantic for data contracts and maintaining type safety.""'}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'evidence': '""patterns_matched"": [""uses_pydantic_for_data_contracts"", ""uses_type_annotations""]'}]}]"
gemma4:e4b,coaching_003,coaching_analyzer,AnalysisResult,2,2,1.0,10.466,74.2,3,2,0.3333,llm-judge,"['mid-function import is also flagged as a style deviation', 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.85'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.85'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e4b,coaching_004,coaching_analyzer,AnalysisResult,2,2,1.0,11.011,74.27,3,4,0.6667,llm-judge,['rationale explains WHY isinstance is safer than string name comparison'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.1'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'evidence': '""validates_inputs_at_boundary""'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.1'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'evidence': '""patterns_matched"": [""validates_inputs_at_boundary""]'}]}]"
gemma4:e4b,coaching_005,coaching_analyzer,AnalysisResult,2,2,1.0,6.623,74.61,3,4,0.6667,llm-judge,['rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'evidence': '""deviation_score"": 0.9'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'evidence': '""uses_type_annotations""'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'evidence': '0.9'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'evidence': 'uses_type_annotations'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e4b,skills_syn_001,skills_synthesizer,,2,2,1.0,20.633,73.09,5,9,0.9,llm-judge,['minimum 400 words'],"[{'run': 1, 'evaluations': [{'criterion': 'output contains ## Tech Stack section listing dominant technologies with usage context', 'verdict': 'PASS', 'evidence': ""## Tech Stack\n- **Pydantic** — This library is the primary mechanism for defining data contracts across the entire system, ensuring type safety and validation for inputs and outputs.\n- **FastAPI** — FastAPI serves as the high-performance web framework for exposing the system's capabilities via RESTful APIs.\n- **LangGraph** — LangGraph is utilized to orchestrate complex, multi-step LLM workflows as a typed state machine, providing explicit control over execution flow.\n- **LangChain** — LangChain provides the foundational components for integrating LLMs with external data sources and tools.\n- **ChromaDB** — ChromaDB functions as the persistent, local vector store for managing and retrieving semantic embeddings.\n- **Ollama** — Ollama is the standardized local runtime used to manage and serve various open-source Large Language Models (LLMs).""}, {'criterion': ""output contains ## Patterns section describing the developer's established coding style"", 'verdict': 'PASS', 'evidence': '## Patterns\n- **Idempotent Vector Upserting** — To maintain data integrity during background synchronization or re-indexing, all vector database writes must be idempotent.\n- **Fan-Out Parallel Processing** — For computationally intensive tasks, such as summarizing large batches of documents, the system employs a fan-out pattern, often managed by LangGraph.\n- **PII Masking with Quarantine-Not-Drop** — Data sovereignty and privacy are paramount; therefore, sensitive data (PII) is handled using a masking pattern that ensures data is never truly lost.\n- **Memory-Aware Model Fallback** — The system incorporates a robust fallback mechanism for LLM selection based on available hardware resources.\n- **Factory Closures for Service Initialization** — Instead of defining concrete classes for every service, the codebase prefers using factory closures.'}, {'criterion': 'output contains ## Tendencies section with actionable insights for new contributors', 'verdict': 'PASS', 'evidence': ""## Tendencies\n- **Strict Type Annotation Enforcement** — The codebase mandates comprehensive type hinting across all functions, methods, and variables.\n- **Pydantic for All Data Contracts** — Any data structure that crosses a functional boundary—whether it's an API request body, a function argument, or a database record—must be defined using a Pydantic model.\n- **Prioritizing Logic Over Boilerplate** — While boilerplate code exists, the architectural focus is always on the core business logic.\n- **Boundary Input Validation** — A core defensive programming tendency is to validate inputs at the absolute boundary of the system.\n- **Docstrings for Public Interfaces** — All public-facing functions, classes, and methods must include detailed docstrings following a standardized format.""}, {'criterion': 'skills document reads as professional documentation, not a data dump', 'verdict': 'PASS', 'evidence': 'This document serves as a guide for new contributors, outlining the core technologies, architectural patterns, and development tendencies used within this codebase. Understanding these principles is crucial for making effective, maintainable, and scalable contributions.'}, {'criterion': 'minimum 400 words', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e4b,skills_syn_002,skills_synthesizer,,2,2,1.0,26.129,74.81,3,4,0.6667,llm-judge,['output acknowledges small corpus (14 documents) as a confidence qualifier'],"[{'run': 1, 'evaluations': [{'criterion': 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies', 'verdict': 'PASS', 'evidence': '- **Python 3.10+** ...\n- **Pydantic** ...\n- **pytest** ...'}, {'criterion': 'output contains all three required sections: ## Tech Stack, ## Patterns, ## Tendencies', 'verdict': 'PASS', 'evidence': '## Tech Stack\n## Patterns\n## Tendencies'}, {'criterion': 'output acknowledges small corpus (14 documents) as a confidence qualifier', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}, {'run': 2, 'evaluations': [{'criterion': 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies', 'verdict': 'PASS', 'evidence': '- **Python 3.10+** ...\n- **Pydantic** ...\n- **pytest** ...\n- **Python Type Hinting** ...'}, {'criterion': 'output contains all three required sections: ## Tech Stack, ## Patterns, ## Tendencies', 'verdict': 'PASS', 'evidence': '## Tech Stack\n...\n## Patterns\n...\n## Tendencies'}, {'criterion': 'output acknowledges small corpus (14 documents) as a confidence qualifier', 'verdict': 'FAIL', 'evidence': 'ABSENT'}]}]"
gemma4:e4b,intent_sum_006,intent_summarizer,SummarizedChunk,2,2,1.0,1.629,75.41,3,4,0.6667,llm-judge,['intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': '[""Regular Expressions"", ""PII masking"", ""String manipulation""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Logic""'}, {'criterion': 'tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'verdict': 'PASS', 'evidence': '[""Regular Expressions"", ""PII masking"", ""String manipulation""]'}]}]"
gemma4:e4b,intent_sum_007,intent_summarizer,SummarizedChunk,2,2,1.0,1.448,75.16,3,4,0.6667,llm-judge,['intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)'],"[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'PASS', 'evidence': '""watchdog""'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Logic or Interface', 'verdict': 'PASS', 'evidence': '""Logic""'}, {'criterion': 'tech_stack includes Watchdog', 'verdict': 'PASS', 'evidence': '""watchdog""'}]}]"
gemma4:e4b,intent_sum_008,intent_summarizer,SummarizedChunk,2,2,1.0,1.381,75.28,3,4,0.6667,llm-judge,"['intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)']","[{'run': 1, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': 'Config'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '[""pytest"", ""coverage.py"", ""ruff"", ""TOML""]'}]}, {'run': 2, 'evaluations': [{'criterion': 'intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'semantic_type is Config', 'verdict': 'PASS', 'evidence': '""semantic_type"": ""Config""'}, {'criterion': 'tech_stack includes pytest and ruff', 'verdict': 'PASS', 'evidence': '""tech_stack"": [""pytest"", ""coverage.py"", ""ruff"", ""TOML""]'}]}]"
gemma4:e4b,coaching_006,coaching_analyzer,AnalysisResult,2,2,1.0,6.588,76.31,3,4,0.6667,llm-judge,['rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'evidence': '0.9'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'evidence': '""avoids_global_mutable_state""'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'evidence': '0.9'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'evidence': 'ABSENT'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'evidence': '[""avoids_global_mutable_state""]'}]}]"
