model,case_id,chain_type,expected_schema,runs,compliance_passes,compliance_rate,avg_elapsed_s,avg_tokens_per_sec,rubric_criteria_count,rubric_passed_total,rubric_rate,rubric_scorer,most_failed_rubric_criteria,judge_evaluations
gemma4:e4b,coaching_001,coaching_analyzer,AnalysisResult,5,5,1.0,7.894,76.32,3,8,0.5333,llm-judge,"['rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'FAIL', 'reason': 'While the deviation_score is 0.8, the response does not mention removal of quarantine logic from the PII sanitizer.'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'The rationale does not reference PII flowing into ChromaDB or masking.'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""validates_inputs_at_boundary"".'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.8, meeting the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII or ChromaDB'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'reason': 'patterns_matched list contains validates_inputs_at_boundary'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.8, meeting the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII or ChromaDB masking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'reason': 'patterns_matched list contains validates_inputs_at_boundary'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'PASS', 'reason': 'deviation_score is 0.8, meeting the >=0.7 threshold'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'rationale does not mention PII flowing into ChromaDB'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'reason': 'patterns_matched list contains validates_inputs_at_boundary'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — removing quarantine logic from PII sanitizer is a critical safety regression', 'verdict': 'FAIL', 'reason': 'While the deviation_score is 0.8, the response does not mention removal of quarantine logic from the PII sanitizer.'}, {'criterion': 'rationale explicitly names the sovereignty risk: PII could flow into ChromaDB without masking', 'verdict': 'FAIL', 'reason': 'The rationale does not reference PII flowing into ChromaDB or masking.'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""validates_inputs_at_boundary"".'}]}]"
gemma4:e4b,coaching_002,coaching_analyzer,AnalysisResult,5,5,1.0,8.163,75.12,3,15,1.0,llm-judge,[],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.0, which is below 0.3.'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""The rationale states the addition is consistent with the developer's established pattern, acknowledging alignment.""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': ""The patterns_matched list contains 'uses_pydantic_for_data_contracts'.""}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.3'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""rationale states the addition is consistent with the developer's established pattern""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'patterns_matched list contains uses_pydantic_for_data_contracts'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.3'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""rationale states the addition is consistent with the developer's established pattern""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'patterns_matched list contains uses_pydantic_for_data_contracts'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.3'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""rationale states the addition is consistent with the developer's established pattern""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'patterns_matched list contains uses_pydantic_for_data_contracts'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is low (< 0.3) — adding a typed, validated field to a Pydantic model is consistent with persona', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.3'}, {'criterion': 'rationale acknowledges the addition is an additive improvement aligned with existing patterns', 'verdict': 'PASS', 'reason': ""rationale states the addition is consistent with the developer's established pattern""}, {'criterion': 'patterns_matched includes uses_pydantic_for_data_contracts', 'verdict': 'PASS', 'reason': 'patterns_matched list contains uses_pydantic_for_data_contracts'}]}]"
gemma4:e4b,coaching_003,coaching_analyzer,AnalysisResult,5,5,1.0,10.176,75.89,3,5,0.3333,llm-judge,"['rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'mid-function import is also flagged as a style deviation']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.85, meeting the high threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention sovereignty or webhook leakage'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'response does not reference any mid-function import'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.85, meeting the >=0.65 threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention the sovereignty violation or an external webhook URL'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'response does not flag a mid-function import'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.85, meeting the >=0.65 threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention the sovereignty violation or an external webhook URL'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'response does not flag a mid-function import'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.85, meeting the high threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention the sovereignty violation or webhook URL'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'response does not flag a mid-function import'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.85, meeting the high threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention the external webhook or metadata leak'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'response does not flag a mid-function import'}]}]"
gemma4:e4b,coaching_004,coaching_analyzer,AnalysisResult,5,5,1.0,10.726,75.97,3,10,0.6667,llm-judge,['rationale explains WHY isinstance is safer than string name comparison'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.1, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'The rationale discusses tuple catching and exception flow control, not why isinstance is safer than string name comparison'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched list contains ""validates_inputs_at_boundary""'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.1, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'The rationale does not mention isinstance versus string name comparison'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched list contains validates_inputs_at_boundary'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.1, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'The rationale discusses tuple catching and exception flow control, not why isinstance is safer than string name comparison'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched list contains ""validates_inputs_at_boundary""'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.1, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'The rationale discusses tuple catching but does not explain why isinstance is safer than string name comparison'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched list contains ""validates_inputs_at_boundary""'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.1, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'rationale does not discuss why isinstance is safer than string name comparison'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched list contains validates_inputs_at_boundary'}]}]"
gemma4:e4b,coaching_005,coaching_analyzer,AnalysisResult,5,5,1.0,6.426,76.45,3,10,0.6667,llm-judge,['rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.6 threshold.'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_type_annotations"".'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'The rationale mentions a style contradiction but does not explicitly reference IDE support or Pydantic validation.'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.6 threshold.'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_type_annotations"".'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'The rationale mentions removal of type hints but does not explicitly state the IDE or Pydantic validation impact.'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.6 threshold.'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_type_annotations"".'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'The rationale mentions a style contradiction but does not explicitly reference IDE support or Pydantic validation.'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.6 threshold.'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched list contains ""uses_type_annotations"".'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'The rationale mentions removal of type hints but does not explicitly state the IDE or Pydantic validation impact.'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.6 threshold'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'PASS', 'reason': 'patterns_matched contains ""uses_type_annotations""'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'rationale does not mention IDE support or Pydantic validation consequences'}]}]"
gemma4:e4b,skills_syn_001,skills_synthesizer,,5,5,1.0,11.484,76.09,5,15,0.6,heuristic,"['minimum 400 words [got 325 words, need 400]', 'skills document reads as professional documentation, not a data dump']",[]
gemma4:e4b,skills_syn_002,skills_synthesizer,,5,5,1.0,11.29,74.83,3,0,0.0,heuristic,"['output acknowledges small corpus (14 documents) as a confidence qualifier', 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies', 'output contains all three required sections: ## Tech Stack, ## Patterns, ## Tendencies']",[]
gemma4:e4b,intent_sum_006,intent_summarizer,SummarizedChunk,5,5,1.0,1.424,75.1,3,5,0.3333,heuristic,"['tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)']",[]
gemma4:e4b,intent_sum_007,intent_summarizer,SummarizedChunk,5,5,1.0,1.361,75.15,3,10,0.6667,heuristic,['intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)'],[]
gemma4:e4b,intent_sum_008,intent_summarizer,SummarizedChunk,5,5,1.0,1.319,75.08,3,10,0.6667,heuristic,"['intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)']",[]
gemma4:e4b,coaching_006,coaching_analyzer,AnalysisResult,5,5,1.0,6.583,74.44,3,10,0.6667,llm-judge,['rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions global mutable state but does not explain that the factory closure already caches the chain via closure scope.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'reason': 'The patterns_matched array contains ""avoids_global_mutable_state"" as required.'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions global mutable state but does not explain that the factory closure already caches the chain via closure scope.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'reason': 'The response lists ""avoids_global_mutable_state"" in its patterns_matched array.'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions global mutable state but does not state that the closure already caches the chain, so it fails to meet the requirement.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'reason': ""The patterns_matched list contains 'avoids_global_mutable_state', satisfying the criterion.""}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.9, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions global mutable state but does not explain that the factory closure already provides caching via its closure scope.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'reason': 'The response lists ""avoids_global_mutable_state"" in its patterns_matched array.'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.7 threshold'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'rationale does not mention the closure‑based caching, only cites global mutable state'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'PASS', 'reason': 'patterns_matched contains the required pattern'}]}]"
gemma4:e4b,persona_syn_003,persona_synthesizer,PersonaProfile,5,5,1.0,12.75,73.54,4,18,0.9,llm-judge,"[""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')""]","[{'run': 1, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'The response lists patterns but does not provide a named archetype.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'PASS', 'reason': 'It outlines concrete patterns and tendencies that a reviewer can check against.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""The 'deviation_tendencies' field lists specific behaviors to watch for.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns are consistent with the input description.'}]}, {'run': 2, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'PASS', 'reason': ""The style_summary explicitly labels the persona as a 'contract-first developer', providing a clear archetype.""}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'PASS', 'reason': 'The dominant_patterns and deviation_tendencies give concrete criteria a reviewer can check against a PR.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""The 'deviation_tendencies' field lists specific tendencies to watch for.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns and tendencies are derived from the provided response and no extraneous patterns are introduced.'}]}, {'run': 3, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'The response lists patterns and a style summary but does not provide a specific named archetype.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'PASS', 'reason': 'It enumerates concrete patterns and deviation tendencies that a reviewer can check against.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""The 'deviation_tendencies' field lists specific behaviors to watch for.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns are consistent with the input and no extraneous patterns are introduced.'}]}, {'run': 4, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'PASS', 'reason': ""The style_summary explicitly labels the persona as a 'contract-first developer', providing a clear archetype.""}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'PASS', 'reason': 'The dominant_patterns and deviation_tendencies give concrete criteria a reviewer can check against.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""The 'deviation_tendencies' list outlines specific deviation cues to flag.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns and tendencies are consistent with the described contract‑first, type‑strict approach and no extraneous patterns are introduced.'}]}, {'run': 5, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'PASS', 'reason': ""The style_summary explicitly labels the persona as a 'contract-first developer', providing a clear archetype.""}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'PASS', 'reason': 'The dominant_patterns and deviation_tendencies give concrete criteria a reviewer can check against a PR.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""The 'deviation_tendencies' list specifies behaviors to watch for.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns and tendencies are plausible and consistent with a contract‑first, type‑strict approach, with no extraneous invented concepts.'}]}]"
gemma4:e4b,snippet_sum_004,snippet_summarizer,,5,5,1.0,4.748,74.49,3,5,0.3333,llm-judge,"['answer mentions graceful degradation — pipeline continues even if one chunk fails', 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)']","[{'run': 1, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only mentions truncation and does not contrast it with a failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not mention graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'The response contains no retry internals or exception details.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only mentions truncation and does not contrast it with a failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not mention graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are exposed.'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only notes truncation and does not contrast it with a failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not mention graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are exposed.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only notes truncation due to token limit and does not differentiate it from a failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not mention graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are exposed in the answer.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only notes truncation and does not contrast it with a failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not mention graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are exposed.'}]}]"
